cve_id,cwe_ids,github_repo,cur_commit,pre_commit,project_type
CVE-2014-125104,CWE-434,wp-plugins/vaultpress,e3b92b14edca6291c5f998d54c90cbe98a1fb0e3,dec80ae98261d38d68a12a9f49324d32b607e4f4,Framework Plugin
CVE-2014-125105,CWE-79,wp-plugins/broken-link-checker,90615fe9b0b6f9e6fb254d503c302e53a202e561,41adf93c39e0255d220629c7bf8d03948efb42c2,Framework Plugin
CVE-2014-125107,CWE-693,Corveda/PHPSandbox,48fde5ffa4d76014bad260a3cbab7ada3744a4cc,e5216ec8007ec2dcfbe70601263bb2eb70143ded,Library
CVE-2014-125109,CWE-79,wp-plugins/portfolio,d2ede580474665af56ff262a05783fbabe4529b8,73592b08030298a925cc7cfa976bd97a9e9ef9c9,Framework Plugin
CVE-2014-125110,CWE-79,wp-plugins/wp-file-upload,c846327df030a0a97da036a2f07c769ab9284ddb,7c5732d0e3009316a9b8be29fbb6e47b668742c5,Framework Plugin
CVE-2015-10006,CWE-79,admont28/ingnovarq,9d18a39944d79dfedacd754a742df38f99d3c0e2,f7eb27b88eb93321dcb1d096773b56b14ce8aa20,Web App
CVE-2015-10009,CWE-94,nonfiction/nterchange_backend,fba7d89176fba8fe289edd58835fe45080797d99,510127dbca17d5d113c0e66620fb0d655a44bb2c,Web App
CVE-2015-10013,CWE-79,WebDevStudios/taxonomy-switcher,e1a0d99f936e7427b31e210c67aeb4833d804099,c503b31a977e28142ef5c91c07aa7f66d2812b1c,Framework Plugin
CVE-2015-10018,CWE-89,DBRisinajumi/d2files,b5767f2ec9d0f3cbfda7f13c84740e2179c90574,b5101d20a4e122f559e0611deb9687aeec23655d,Framework Plugin
CVE-2015-10019,CWE-79,foxoverflow/MySimplifiedSQL,3b7481c72786f88041b7c2d83bb4f219f77f1293,4915f72cb2957c68a2b0278a81ceba61d7de2476,Library
CVE-2015-10029,CWE-611,kelvinmo/simplexrd,4c9f2e028523ed705b555eca2c18c64e71f1a35d,5b3654a260e903ad75295a64119468aca3146994,Library
CVE-2015-10031,CWE-89,purpleparrots/491-Project,a812a5e4cf72f2a635a716086fe1ee2b8fa0b1ab,e53baf595b3f214731570a337fb84a897d1cca9c,Web App
CVE-2015-10032,CWE-79,StevenElberger/HealthMateWeb,472776c25b1046ecaf962c46fed7c713c72c28e3,770c02a493f70263b29e96b56ba355db23e35e7a,Web App
CVE-2015-10041,CWE-89,Dovgalyuk/AIBattle-disabled-,e3aa4d0900167641d41cbccf53909229f00381c9,5e51243dfb33965a207770886570287592f90506,Web App
CVE-2015-10042,CWE-89,Dovgalyuk/AIBattle-disabled-,448e9880aac18ae7832f8d065e03e46ce0f1d3e3,09c36d88d65efb9448a30f5305e2bf7081a74406,Web App
CVE-2015-10045,CWE-89,tutrantta/project_todolist,194a0411bbe11aa4813f13c66b9e8ea403539141,8b688a6120f3de67dbc68073907c685fd681ec19,Framework
CVE-2015-10050,CWE-89,brandonfire/miRNA_Database_by_PHP_MySql,307c5d510841e6142ddcbbdbb93d0e8a0dc3fd6a,7838dbb3b799c7b7d4e69e119719a788bf04c78e,Web App
CVE-2015-10051,CWE-89,bony2023/Discussion-Board,26439bc4c63632d63ba89ebc0f149b25a9010361,bbfb295539ab23a3a8966892983e4072f17c9725,Web App
CVE-2015-10057,CWE-284,little-apps/little-software-stats,07ba8273a9311d1383f3686ac7cb32f20770ab1e,616d89c54f80278c176573eff7fee3631e49a1e5,Web App
CVE-2015-10058,CWE-79,wikisource/ws-cat-browser,764f4e8ce3f9242637df77530c70ae8a2ec4b6a1,6cc12cb28dff336e2abc72c598eea510a1c68fd0,Web App
CVE-2015-10063,CWE-89,saemorris/TheRadSystem,bfba26bd34af31648a11af35a0bb66f1948752a6,45d5889368105d0042106cbe9aaac818cbdc29cc,Web App
CVE-2015-10064,CWE-89,VictorFerraresi/pokemon-database-php,dd0e1e6cdf648d6a3deff441f515bcb1d7573d68,3727400a5384333a7cd76b107d272f135087c0e7,Web App
CVE-2015-10066,CWE-89,tynx/wuersch,66d4718750a741d1053d327a79e285fd50372519,039d04f92d65061568eb6dce88c74194c2b0b8e6,Web App
CVE-2015-10070,CWE-89,copperwall/twiddit,2203d4ce9810bdaccece5c48ff4888658a01acfc,0c8b7772ac30c9621af94ac4359b031c81d9d458,Web App
CVE-2015-10071,CWE-640,gitter-badger/ezpublish-modern-legacy,5908d5ee65fec61ce0e321d586530461a210bf2a,7d72ff964e1ef617a30c228fb0eb848369c64bde,Framework Plugin
CVE-2015-10073,CWE-79,tinymighty/wiki-seo,089a5797be612b18a820f9f1e6593ad9a91b1dba,b8a947ea85858388a27c9d602066c2078bf31313,Framework Plugin
CVE-2015-10074,CWE-79,OpenSeaMap/online_chart,8649157158f921590d650e2d2f4bdf0df1017e9d,ca9e794b844b97041dcdf2e1de82f074f9af6aa9,Web App
CVE-2015-10075,CWE-79,georgestephanis/Custom-Content-Width,e05e0104fc42ad13b57e2b2cb2d1857432624d39,1f0cf1a536c14f86852ce37c6496a707c83fcf21,Framework Plugin
CVE-2015-10077,CWE-89,webbuilders-group/silverstripe-kapost-bridge,2e14b0fd0ea35034f90890f364b130fb4645ff35,d02049f1510e019f6abd26f9734964880b28cea1,Framework Plugin
CVE-2015-10078,CWE-79,atwellpub/resend-welcome-email,b14c1f66d307783f0ae74f88088a85999107695c,47ab98025336a9dfd3d05185833bf3d62cf1843d,Framework Plugin
CVE-2015-10081,CWE-352,arnoldle/phplist-plugin-submitByMailPlugin,a739f680a1623d22f52ff1371e86ca472e63756f,f4c9dfd0a26bc2c9d3f4265d196a021abffbb650,Framework Plugin
CVE-2015-10084,CWE-89,irontec/klear-library,b25262de52fdaffde2a4434fc2a84408b304fbc5,f7b292f2c13660ca316bd584db9e6a574c2a2ae0,Framework Plugin
CVE-2015-10086,CWE-89,OpenCycleCompass/server-php,fa0d9bcf81c711a88172ad0d37a842f029ac3782,edda78b0282583e0ad9db4cfc862588d42ccd084,Web App
CVE-2015-10090,CWE-79,wp-plugins/landing-pages,c8e22c1340c11fedfb0a0a67ea690421bdb62b94,000db1ddc26f92638e974f94626c017293cb8e34,Framework Plugin
CVE-2015-10092,CWE-79,wp-plugins/qtranslate-slug,74b3932696f9868e14563e51b7d0bb68c53bf5e4,4751e91e83c00d30565d709cce18395bdf0be192,Framework Plugin
CVE-2015-10093,CWE-79,korobochkin/mark-user-as-spammer,e7059727274d2767c240c55c02c163eaa4ba6c62,c5ddc926f9019b5cb8df856f2adb4077fe0392d7,Framework Plugin
CVE-2015-10094,CWE-79,wp-plugins/fastly,d7fe42538f4d4af500e3af9678b6b06fba731656,6456dd263792f173eb51d32147c5b318019ec3d6,Framework Plugin
CVE-2015-10095,CWE-79,wp-plugins/woo-popup,7c76ac78f3e16015991b612ff4fa616af4ce9292,45077f78c4c1c6c544fae4d4f0c87ca56f7887b1,Framework Plugin
CVE-2015-10097,CWE-89,grinnellplans/grinnellplans-php,57e4409e19203a94495140ff1b5a697734d17cfb,4512e3f39eb0abe199f4d1f676bfdabb9640ebbf,Web App
CVE-2015-10098,CWE-79,wp-plugins/broken-link-checker,f30638869e281461b87548e40b517738b4350e47,b0bf207bf532b04c70270ce2248e01e719639b76,Framework Plugin
CVE-2015-10099,CWE-89,wp-plugins/cp-appointment-calendar,e29a9cdbcb0f37d887dd302a05b9e8bf213da01d,14ee0e944a1d2d6e181ba66427d2e47d6ba5b519,Framework Plugin
CVE-2015-10100,CWE-89,wp-plugins/dynamic-widgets,d0a19c6efcdc86d7093b369bc9e29a0629e57795,b63beadb21bbdf429d667d6d741cd8ee7170a9ee,Framework Plugin
CVE-2015-10101,CWE-79,wp-plugins/google-analytics-top-posts-widget,25bb1dea113716200a6f0f3135801d84a7a65540,60bc24637ff4a1d65e49fe5e8a2e84aced7364e0,Framework Plugin
CVE-2015-10102,CWE-601,wp-plugins/freshdesk-support,2aaecd4e0c7c6c1dc4e6a593163d5f7aa0fa5d5b,ad5a3867304a5d18a1cf2227f31099f83683d5f6,Framework Plugin
CVE-2015-10104,CWE-601,wp-plugins/icons-for-features,63124c021ae24b68e56872530df26eb4268ad633,e66220509180c483081a62225489a3f6f05b60b5,Framework Plugin
CVE-2015-10105,CWE-22,wp-plugins/ip-blacklist-cloud,6e6fe8c6fda7cbc252eef083105e08d759c07312,197e7c5e26840f878ffca56aaaf7215674b1b3a0,Framework Plugin
CVE-2015-10106,CWE-89,mback2k/mh_httpbl,429f50f4e4795b20dae06735b41fb94f010722bf,7ad9f0e5a44617cc588fb58f3ef4fc9426bef136,Framework Plugin
CVE-2015-10107,CWE-79,wp-plugins/simplr-registration-form,d588446844dd49232ab400ef213ff5b92121c33e,ba963080ca2488f0a87f68a15664e907ba99f915,Framework Plugin
CVE-2015-10108,CWE-352,wp-plugins/inline-google-spreadsheet-viewer,2a8057df8ca30adc859cecbe5cad21ac28c5b747,583eecc5ad16464b6e567f8965282c3459667232,Framework Plugin
CVE-2015-10109,CWE-352,wp-plugins/video-playlist-and-gallery-plugin,ee28e91f4d5404905204c43b7b84a8ffecad932e,1d129b6749060938129dcc742816fee313e129c7,Framework Plugin
CVE-2015-10110,CWE-79,wp-plugins/tinychat-roomspy,ab72627a963d61fb3bc31018e3855b08dc94a979,da5047fef453a91f055fbaebce5aa52dc62d778c,Framework Plugin
CVE-2015-10111,CWE-89,wp-plugins/watu,bf42e7cfd819a3e76cf3e1465697e89f4830590c,cb9138f62cf412612f847e5e52c286e76925e643,Framework Plugin
CVE-2015-10112,CWE-601,wp-plugins/wooframework-branding,f12fccd7b5eaf66442346f748c901ef504742f78,4c068270819e52c5454fdf13cc7827378355c077,Framework Plugin
CVE-2015-10113,CWE-601,wp-plugins/wooframework-tweaks,3b57d405149c1a59d1119da6e0bb8212732c9c88,2ba0bc78a38432743744b344f8e6b0cd218b8993,Framework Plugin
CVE-2015-10114,CWE-601,wp-plugins/woosidebars,1ac6d6ac26e185673f95fc1ccc56a392169ba601,7a3887b544d49e7dc5db4a964f8d41fb34738383,Framework Plugin
CVE-2015-10115,CWE-601,wp-plugins/woosidebars-sbm-converter,a0efb4ffb9dfe2925b889c1aa5ea40b4abbbda8a,32325797ae5ec95424f11c80188854e0aace4ddd,Framework Plugin
CVE-2015-10116,CWE-352,wp-plugins/favicon-by-realfavicongenerator,949a1ae7216216350458844f50a72f100b56d4e7,96840ea3bacbaf70a43e243d340412f509ccfc04,Framework Plugin
CVE-2015-10117,CWE-79,wp-plugins/gravity-forms-dps-pxpay,5966a5e6343e3d5610bdfa126a5cfbae95e629b6,a0aacda6a0f75993669b4ed17858f21f197fba15,Framework Plugin
CVE-2015-10118,CWE-79,wp-plugins/wp-copyprotect,8b8fe4102886b326330dc1ff06b17313fb10aee5,b8143b6f8d222575c4d79ea8dca2874fc0431b55,Framework Plugin
CVE-2015-10119,CWE-79,wp-plugins/view-all-posts-pages,bf914f3a59063fa4df8fd4925ae18a5d852396d7,fc3269d83fbf4da2beedcfa6e411c994bee6c39f,Framework Plugin
CVE-2015-10120,CWE-79,wp-plugins/wds-multisite-aggregate,49e0bbcb6ff70e561365d9e0d26426598f63ca12,3529623fd9ad5a1f7ee18bc165afde29b1853079,Framework Plugin
CVE-2015-10121,CWE-79,wp-plugins/beeliked-microsite,d23bafb5d05fb2636a2b78331f9d3fca152903dc,1311b8f1aac28cd07de6b07e91659d7945b3219e,Framework Plugin
CVE-2015-10122,CWE-89,wp-plugins/wp-donate,019114cb788d954c5d1b36d6c62418619e93a757,6931bc289ae6309bbf98f970d8610f695086007c,Framework Plugin
CVE-2015-10124,CWE-89,wp-plugins/most-popular-posts-widget-lite,a99667d11ac8d320006909387b100e9a8b5c12e1,8ad66b0460c03d4b6a532c9e9eeab8495cf2bed1,Framework Plugin
CVE-2015-10125,CWE-352,wp-plugins/wp-ultimate-csv-importer,13c30af721d3f989caac72dd0f56cf0dc40fad7e,1621caacbfeb75a9744aa9146276246f98c8084b,Framework Plugin
CVE-2015-10126,CWE-89,wp-plugins/easy2map-photos,503d9ee2482d27c065f78d9546f076a406189908,408e3cfbaf947fd55a2906498edf91bcafec662d,Framework Plugin
CVE-2015-10127,CWE-79,wp-plugins/pluscaptcha,1274afc635170daafd38306487b6bb8a01f78ecd,0275b92191807423c24968bfe17d4a32ed75322b,Framework Plugin
CVE-2015-10128,CWE-79,wp-plugins/rt-prettyphoto,0d3d38cfa487481b66869e4212df1cefc281ecb7,30df154c87abc92765194272ece4c6e967b67b25,Framework Plugin
CVE-2015-10129,CWE-697,samwilson/planet-freo,6ad38c58a45642eb8c7844e2f272ef199f59550d,07aa4f5484dfefe4d9d5870b31d2e2269583fdd2,Web App
CVE-2015-10131,CWE-79,wp-plugins/tfo-graphviz,594c953a345f79e26003772093b0caafc14b92c2,551e60ddfd599c56a7b7e58c00b56f7f2d3b8325,Framework Plugin
CVE-2015-10132,CWE-79,wp-plugins/wp-spreadplugin,a9b9afc641854698e80aa5dd9ababfc8e0e57d69,2625aa511a193b041c6fd78b9103690042335ea7,Framework Plugin
CVE-2016-15013,CWE-89,ForumHulp/searchresults,dd8a312bb285ad9735a8e1da58e9e955837b7322,3ed3155f76ce9b0e0a83d2fd12ffc246f2dd6965,Framework Plugin
CVE-2016-15014,CWE-522,CESNET/theme-cesnet,2b857f2233ce5083b4d5bc9bfc4152f933c3e4a6,83c0d43e35a8b2eb09b51308ffd739248b9965f2,Framework Theme
CVE-2016-15015,CWE-208,viafintech/Barzahlen-PHP,3e7d29dc0ca6c054a6d6e211f32dae89078594c1,e18e60193448c1ae0182724972025d50ee2ae6f8,Library
CVE-2016-15016,CWE-89,mrtnmtth/joomla_mod_einsatz_stats,27c1b443cff45c81d9d7d926a74c76f8b6ffc6cb,4cc0816542b2fd7f2c4c96606663a3fedf029cfc,Framework Plugin
